id,name,alternate_names,description,address,city,state,zip,county,latitude,longitude,phones,email,url,facebook,needs,service_types,populations,eligibility,cost,hours,languages,what_to_bring,referral_required,intake_hours,map_url,status,intake_process,capacity,waitlist,accepts_insurance,verification_status,last_verified,verified_by,confidence,source_urls,first_seen,tags,notes,related
whitley-first-baptist-church-williamsburg,First Baptist Church Williamsburg,,Food assistance.,"230 5th St, Williamsburg, KY",Williamsburg,KY,,Whitley,,,606-549-0280,,,,food,faith-based,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=230+5th+St,+Williamsburg,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-first-united-methodist-church-barbourville,First United Methodist Church Barbourville,,Food assistance.,"312 N. Main St, Barbourville, KY",Barbourville,KY,,Knox,,,606-546-3695,,,,food,faith-based,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=312+N.+Main+St,+Barbourville,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
floyd-floyd-county-shelter,Floyd County Shelter,,Emergency shelter.,"Martin, KY",,KY,,Floyd,,,606-949-2018,,,,shelter|crisis,residential|government,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Martin,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
food-and-drug-administration,Food and Drug Administration,,Medication and food safety,Statewide,,KY,,Statewide,,,800-332-4010,,,,food|addiction,walk-in,substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
food-for-the-poor,Food for the Poor,,,Statewide,,KY,,Statewide,,,,,https://Food assistance organization,,food,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
food-stamp-case-changes-reporting,Food Stamp Case Changes Reporting,,SNAP reporting,Statewide,,KY,,Statewide,,,800-248-5861,,,,food,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
foster-care-information,Foster Care Information,,Foster care information,Statewide,,KY,,Statewide,,,800-232-5437,,,,addiction|family,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-gods-food-pantry,God's Food Pantry,,Food assistance.,"119 S Central Ave, Somerset, KY",Somerset,KY,,Pulaski,,,606-679-8560,,,,food,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=119+S+Central+Ave,+Somerset,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
gps-getting-peace-for-those-who-served,GPS - Getting Peace for Those Who Served,,"Veteran emotional support, readjustment therapy, family/marriage/substance abuse counseling, spiritual guidance, financial management, job placement",Statewide,,KY,,Statewide,,,606-215-1417,,,,mental-health|addiction|crisis|documents|jobs|family|transportation|veterans,outpatient,families|men|veterans|substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
grace-health,Grace Health,,"Behavioral health, Comprehensive Care, Medication Management, Targeted Case Management, Referral Services",Statewide,,KY,,Statewide,,,888-883-9005,,https://gracehealthky.org,,health|mental-health,walk-in,men,,unknown,,English,,True,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
greyhound-free-ticket-home-for-runaways,Greyhound Free Ticket Home for Runaways,,Free bus ticket home for runaway youth,Statewide,,KY,,Statewide,,,1-800-786-2929,,https://www.1800runaway.org/youth-teens/home-free,,family|transportation,walk-in,youth,,free,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-grief-support-group,Grief Support Group,,Contact Sharon Kidd.,"London, KY",,KY,,Clay,,,606-312-1513,,,,documents|family|community,peer-led,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=London,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
perry-haven-house-homeless-shelter,Haven House Homeless Shelter,,Emergency shelter.,"Hazzard, KY",,KY,,Perry,,,606-436-5761,,,,shelter|crisis,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Hazzard,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-help-for-homeless,Help for Homeless,,Homeless assistance.,"Somerset, KY",,KY,,Pulaski,,,606-875-3893,,,,community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Somerset,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
hhck-homeless-housing-coalition-of-ky,HHCK - Homeless & Housing Coalition of KY,,Statewide housing coalition,Statewide,,KY,,Statewide,,,502-223-1834,,https://hhck.org,,housing|documents,residential|government,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-high-street-baptist-church,High Street Baptist Church,,Food assistance.,"102 Bourne Ave, Somerset, KY",Somerset,KY,,Pulaski,,,606-678-8973,,,,food,faith-based,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=102+Bourne+Ave,+Somerset,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
home-health-agency-hotline,Home Health Agency Hotline,,Home health referrals,Statewide,,KY,,Statewide,,,800-635-6290,,,,health|crisis,hotline,anyone,,unknown,,English,,True,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-homeless-and-housing-coalition-of-ky,Homeless and Housing Coalition of KY,,Housing programs.,Statewide,,KY,,Clay,,,,,https://hhck.org,,housing,residential,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
homeless-veterans-reintegration-program,Homeless Veterans Reintegration Program,,"Resume prep, job searching, job resources for homeless veterans. Must be willing to work, non-dishonorable discharge.",Statewide,,KY,,Statewide,,,606-866-4343|606-548-8977,,https://vivian.taylor@mtcomp.org,,jobs|veterans,walk-in,veterans,"Resume prep, job searching, job resources for homeless veterans. Must be willing to work, non-dishonorable discharge.",unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
homelessshelterdirectory,HomelessShelterDirectory,,,Statewide,,KY,,Statewide,,,,,https://National shelter directory,,shelter,residential,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-hope-place-corbin,Hope Place Corbin,,Transitional support.,"409 Master St, Corbin, KY 40701",Corbin,KY,40701,Whitley,,,606-215-6285,,https://hopeplaceky.org,,community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=409+Master+St,+Corbin,+KY+40701",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
horizon-health,Horizon Health,,"Job support, clothing, shoes, counseling, addiction recovery, women's housing, IOP, MAT, child care, peer support, mental health, behavioral health, youth services, employment, care coordination, harm reduction, ADHD testing, smoking cessation",Statewide,,KY,,Statewide,,,606-657-2030,,https://horizonhealthky.org,,housing|clothing|health|mental-health|addiction|jobs|family|community,residential|outpatient|peer-led,women|men|youth|substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-housing-authority-of-corbin,Housing Authority of Corbin,,,"1336 Madison Ave, Corbin, KY 40701",Corbin,KY,40701,Knox,,,606-528-5104,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1336+Madison+Ave,+Corbin,+KY+40701",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
perry-housing-authority-of-hazzard,Housing Authority of Hazzard,,,"100 Campbell St Apt A, Hazzard, KY",Hazzard,KY,,Perry,,,606-436-5741,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=100+Campbell+St+Apt+A,+Hazzard,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-housing-authority-of-manchester,Housing Authority of Manchester,,,"306 Town Branch Rd, Manchester, KY 40962",Manchester,KY,40962,Clay,,,606-598-3884,,https://housingauthorityofmanchester.com,,housing,residential,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=306+Town+Branch+Rd,+Manchester,+KY+40962",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-housing-authority-of-somerset,Housing Authority of Somerset,,,"400 Hail Knob Rd, Somerset, KY 42503",Somerset,KY,42503,Pulaski,,,606-679-1332,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=400+Hail+Knob+Rd,+Somerset,+KY+42503",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mccreary-housing-authority-of-whitley-city,Housing Authority of Whitley City,,,"488 St Hwy 2792, Pine Knot, KY 42635",Pine Knot,KY,42635,McCreary,,,606-354-2200,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=488+St+Hwy+2792,+Pine+Knot,+KY+42635",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
housing-voucher-programs-manchester-ky,Housing Voucher Programs Manchester KY,,Veteran housing vouchers,Statewide,,KY,,Statewide,,,877-424-3838,,,,housing|veterans,residential,men|veterans,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-independence-house,Independence House,,Substance abuse treatment for women. 5-bed transitional (6 months) and 10-bed short-term (30 days).,Statewide,,KY,,Whitley,,,606-523-9386,,,,addiction|crisis|transportation,walk-in,women|men|substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-isaiah-5810-ministries,Isaiah 58:10 Ministries,,"Sack lunches, blankets, jackets, cold weather supplies, resource guides. Soup Kitchen Mon/Tues/Thurs/Fri/Sat 11am-1pm at Good Samaritan House.","220 E. 4th St, London, KY 40741",London,KY,40741,Whitley,,,502-801-9119,,https://is5810.com,,food|clothing|documents,walk-in,seniors,,unknown,Mon/Tues/Thurs/Fri/Sat 11am-1pm,English,,,,"https://www.google.com/maps/search/?api=1&query=220+E.+4th+St,+London,+KY+40741",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,Soup Kitchen on-site,
isaiah-house,Isaiah House,,"Addiction recovery: family/marriage/couples counseling, GED/college classes, job skill training, individual/group therapy, detox, DOC case management","Chaplin, Louisville, Williamsburg, Willisburg, Versailles, Harrodsburg, Danville, Georgetown, Hillview, KY",Hillview,KY,,Clay,,,859-375-9200,,https://isaiah-house.org,,mental-health|addiction|documents|jobs|family|education,outpatient,families|men|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Chaplin,+Louisville,+Williamsburg,+Willisburg,+Versailles,+Harrodsburg,+Danville,+Georgetown,+Hillview,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kceoc-community-action-partnership,KCEOC - Community Action Partnership,,"Senior programs, energy assistance, summer food, weatherization, housing, youth homelessness, emergency support, career center, child development",Statewide,,KY,,Statewide,,,606-546-3152,,https://kceoc.org,,food|housing|crisis|jobs|family|community,residential,men|youth|seniors,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-kceoc-womens-emergency-support-center,KCEOC Women's Emergency Support Center,,"Women and children. 15 semi-private beds. Meals, clothing, supportive services, transportation.","U.S. Hwy 25E, Barbourville, KY 40906",Barbourville,KY,40906,Knox,,,606-546-3152,,,,food|shelter|clothing|crisis|family|transportation,residential,families|women|men|youth,,private-pay,,English,,,,"https://www.google.com/maps/search/?api=1&query=U.S.+Hwy+25E,+Barbourville,+KY+40906",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kejc-kentucky-equal-justice-center,KEJC - Kentucky Equal Justice Center,,Legal aid,Statewide,,KY,,Statewide,,,859-788-2927,,https://kyequaljustice.org,,documents|legal,walk-in,re-entry,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kentucky-attorney-generals-office,Kentucky Attorney General's Office,,Legal hotline,Statewide,,KY,,Statewide,,,800-372-2551,,,,crisis|legal,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kentucky-domestic-violence-association,Kentucky Domestic Violence Association,,DV support,Statewide,,KY,,Statewide,,,502-209-5382,,,,crisis,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kentucky-harm-reduction-coalition,Kentucky Harm Reduction Coalition,,Harm reduction education and supplies for substance use disorders,"1202 S. 3rd St #103, Louisville, KY 40203",Louisville,KY,40203,Statewide,,,502-537-6061,,https://kyhrc.org,,clothing|addiction|education,walk-in,substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1202+S.+3rd+St+#103,+Louisville,+KY+40203",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
perry-kentucky-river-community-care,Kentucky River Community Care,,Call 8:30am M-F.,"Hazzard, KY",,KY,,Perry,,,606-436-1945,,,,community,hotline,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Hazzard,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kentucky-voices-for-health,Kentucky Voices for Health,,,Statewide,,KY,,Statewide,,,,,https://Health advocacy,,health,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kfan-kentucky-food-action-network,KFAN - Kentucky Food Action Network,,,Statewide,,KY,,Statewide,,,,,https://Food security advocacy,,food|jobs,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
khc-kentucky-housing-corporation,KHC - Kentucky Housing Corporation,,,Statewide,,KY,,Statewide,,,,,https://Housing Choice Voucher/Section 8,,housing,residential,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ktap-cash-assistance,KTAP - Cash Assistance,,Basic cash assistance for families with children,Statewide,,KY,,Statewide,,,859-306-8959,,https://kynect.ky.gov,,family,walk-in,families|youth,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ky-help-statewide-call-center,KY Help Statewide Call Center,,Substance use disorder assistance and family support,Statewide,,KY,,Statewide,,,1-833-859-4357,,https://OperationUNITE.org/programs/kyhelp-call-center/,,addiction|documents|family,hotline|government,families|substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ky-hivaids-program,KY HIV/AIDS Program,,HIV/AIDS services,Statewide,,KY,,Statewide,,,800-420-7431,,,,health|documents,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ky-pregnancy-help-centers,KY Pregnancy Help Centers,,Pregnancy support,Statewide,,KY,,Statewide,,,859-255-5400,,https://kyfamily.org,,family,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ky-river-foothills-ssvf,KY River Foothills SSVF,,Temporary rental assistance for qualifying veterans. POC: Lisa Roark.,Statewide,,KY,,Statewide,,,800-372-7601,,,,housing|veterans,walk-in,veterans,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
kynect-health-coverage,Kynect Health Coverage,,Health coverage enrollment,Statewide,,KY,,Statewide,,,606-389-6708,,https://gracehealth.org,,health,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
la-red-nacional-de-prevencion-del-suicidio,La Red Nacional De Prevencion Del Suicidio,,Spanish language suicide prevention,Statewide,,KY,,Statewide,,,888-628-9454,,https://988Lifeline.org,,crisis|documents,walk-in,anyone,,unknown,,English|Spanish,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-lake-cumberland-recovery,Lake Cumberland Recovery,,"24-hour intake. Genesis House (16-bed female), Lighthouse (48-bed male), Exodus Outpatient.","8294 US Hwy 27, Burnside, KY 42519",Burnside,KY,42519,Pulaski,,,606-341-1160,,https://lcrecovery.com,,addiction,outpatient,women|men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=8294+US+Hwy+27,+Burnside,+KY+42519",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-level-up-recovery,Level Up Recovery,,"Drug & alcohol counseling, case management, peer support, intensive outpatient.","1555 E. New Circle Rd Suite 190, Lexington, KY 40509",Lexington,KY,40509,Fayette,,,859-329-1181|859-556-7401,,,,mental-health|addiction|community,outpatient|peer-led,men|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1555+E.+New+Circle+Rd+Suite+190,+Lexington,+KY+40509",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-life-abundant-ministries,Life Abundant Ministries,,Food assistance.,"303 S. Main St, Somerset, KY",Somerset,KY,,Pulaski,,,606-677-0088,,,,food,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=303+S.+Main+St,+Somerset,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
harlan-lindsey-wilson-university,Lindsey Wilson University,,Educational outreach and online programs.,"700 College Rd, Cumberland, KY 40823",Cumberland,KY,40823,Harlan,,,606-589-3075,,https://lindsey.edu,,education,mobile|online,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=700+College+Rd,+Cumberland,+KY+40823",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
long-term-care-ombudsman,Long Term Care Ombudsman,,Nursing home advocacy,Statewide,,KY,,Statewide,,,800-372-2991,,,,community,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-manchester-miracles,Manchester Miracles,,"Sober living, clinical services, life skills, job assistance.","Manchester, KY",,KY,,Clay,,,606-681-6060,,,,housing|health|addiction|jobs,residential,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Manchester,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
medicaid-managed-care-ombudsman,Medicaid Managed Care Ombudsman,,Medicaid advocacy,Statewide,,KY,,Statewide,,,800-807-4027,,,,health|documents|jobs|education,walk-in,men,,insurance,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-medicalmental-health-cumberland-river-comprehensive-care,Medical/Mental Health - Cumberland River Comprehensive Care,,"Community mental health, substance abuse, developmental disabilities, supportive living, children's services, First Steps.","P.O. Box 84, Williamsburg, KY 40769",Williamsburg,KY,40769,Whitley,,,606-549-1440,,https://crbhky.org,,health|mental-health|addiction|crisis|family|transportation|community,walk-in,families|men|youth|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=P.O.+Box+84,+Williamsburg,+KY+40769",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
medicaregov,Medicare.gov,,,Statewide,,KY,,Statewide,,,,,https://Medicare information,,health,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-mental-health-cumberland-river-comprehensive-care,Mental Health - Cumberland River Comprehensive Care,,"Community mental health, substance abuse, developmental disabilities, supportive living, children's services, First Steps.","Rt. 9 Box 940, Manchester, KY 40962",Manchester,KY,40962,Knox,,,606-598-5172|606-546-3104,,https://crbhky.org,,health|mental-health|addiction|crisis|family|transportation|community,walk-in,families|men|youth|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Rt.+9+Box+940,+Manchester,+KY+40962",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mental-health-counseling,Mental Health Counseling,,Mental health referrals,Statewide,,KY,,Statewide,,,800-928-8000,,,,health|mental-health,outpatient,men,,unknown,,English,,True,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mental-health-screenings-online-247,Mental Health Screenings Online 24/7,,,Statewide,,KY,,Statewide,,,,,https://Online mental health screening,,health|mental-health,online,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mental-health-support-for-ky-farmers,Mental Health Support for KY Farmers,,,Statewide,,KY,,Statewide,,,,,https://Farm-specific mental health support,,health|mental-health,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-mercy-mountain-housing,Mercy Mountain Housing,,Rental and acquisition for transitional and permanent housing.,"1866 Whetstone Rd, Rockholds, KY 40759",Rockholds,KY,40759,Whitley,,,866-338-0557,,,,housing,residential,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1866+Whetstone+Rd,+Rockholds,+KY+40759",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
harlan-meridzo-center,Meridzo Center,,"Distribution center, Hope House, Redeemed Living Transitions.","202 Church St, Lynch, KY 40855",Lynch,KY,40855,Harlan,,,606-848-2766,,https://meridzo.org,,documents,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=202+Church+St,+Lynch,+KY+40855",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mha-mental-health-america-of-ky,MHA - Mental Health America of KY,,"Mental health screenings, education, advocacy, system navigation",Statewide,,KY,,Statewide,,,859-684-7778,,https://mhaky.org,,health|mental-health|education,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-mommy-me,Mommy & Me,,Helps women with children.,Statewide,,KY,,Clay,,,606-603-2486,,,,family,walk-in,families|women|men|youth,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-mortgage-and-credit-counseling-apprisen,Mortgage and Credit Counseling - Apprisen,,"HUD-approved counseling, mortgage delinquency, foreclosure prevention, reverse mortgage.","2265 Harrodsburg Rd, Lexington, KY 40504",Lexington,KY,40504,Clay,,,800-355-2227,,https://apprisen.com,,mental-health,outpatient|online,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=2265+Harrodsburg+Rd,+Lexington,+KY+40504",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-mortgagecredit-counseling-apprisen,Mortgage/Credit Counseling - Apprisen,,"HUD-approved counseling, foreclosure prevention, reverse mortgage.","2265 Harrodsburg Rd, Lexington, KY 40504",Lexington,KY,40504,Whitley,,,800-355-2227,,https://apprisen.com,,mental-health,outpatient|online,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=2265+Harrodsburg+Rd,+Lexington,+KY+40504",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-mountain-outreach,Mountain Outreach,,"Food assistance, minor home repairs, house builds, construction projects.","Williamsburg, KY",,KY,,Whitley,,,800-343-1609,,https://ucumberlands.edu,,food,mobile,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Williamsburg,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-domestic-violence-hotline,National Domestic Violence Hotline,,DV hotline,Statewide,,KY,,Statewide,,,800-779-7233,,,,crisis,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-human-trafficking-hotline,National Human Trafficking Hotline,,Trafficking hotline,Statewide,,KY,,Statewide,,,888-373-7888,,,,crisis,hotline,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-lead-information-center,National Lead Information Center,,Lead poisoning info,Statewide,,KY,,Statewide,,,800-424-5323,,,,addiction,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-maternal-mental-health-line,National Maternal Mental Health Line,,Maternal mental health,Statewide,,KY,,Statewide,,,833-943-5749,,,,health|mental-health|addiction,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-network-to-end-domestic-violence,National Network to End Domestic Violence,,DV advocacy,Statewide,,KY,,Statewide,,,202-543-5566,,,,crisis|jobs,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-resource-information,National Resource information,,,Statewide,,KY,,Statewide,,,,,https://National resource list,,addiction,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-sexual-assault-hotline,National Sexual Assault Hotline,,RAINN sexual assault support,Statewide,,KY,,Statewide,,,800-656-4673,,,,crisis,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
